invoiceidno,itemdescription,quantity,rate,msku,
7837,Hamdard Sharbat Ahmad Shahi 500 ml,1,14.25,Hamdard4423,
7837,Hamdard Habb-E-Jawahar 10TABS,4,14.25,26546,
7837,Hamdard Cinkara Multivitamin Syrup 500ML,1,14.25,Hamdard4732,
7837,Hamdard Jigrol Herbal 60 Tablet,2,14.25,1140990,
7837,Hamdard Habb-E-Mumsik Ambari Tablet,4,14.25,1136290,
7838,Hamdard badam rogan oil Hair Oil 100ml,1,2.2,1140788,
7838,Hamdard Roghan Labub-E-Saba 50ml,1,2.2,26543,
7838,Hamdard Rogan Khashkhash Oil 25ml,1,2.2,Hamdard4450,
7838,Hamdard Rogan Gul 50ml,1,2.2,Hamdard4609,
7838,Hamdard Roghan Kadu 50ml,1,2.2,1041597,
7839,Naturogin Nuvvula ariselu (Ghee) 500g,1,617.79,6P-2NJ7-UPGN,
7840,Belladonna Dilution 10M CH (11ml),1,304.24,38929,
7841,Dr. Reckeweg Lemna Minor Dilution 30 CH,1,232.2,38743,
7842,Mercurius Solubilis Dilution 200 CH (11ml),1,253.39,38689,
7843,Dr. Reckeweg Malandrinum Dilution 200 CH,1,253.39,41501,
7844,Dr. Reckeweg Conium Mac Dilution 30 CH,1,232.2,38701,
7845,Patanjali Chitrakadi Vati 60 Tabs,1,11,PATAN-NOVA-2326-01,
7846,Patanjali Divya Tribhuvankirti Ras|20g,2,5.5,1143960,
7847,NWIL Keto Atta | Pack of 3 | Keto Diet,1,11,38282,
7848,Patanjali Divya Swasari Kwath 100g,1,11,PATAN-NOVA-2684-01,
7849,Hamdard Arusak  (50 gm each),1,11,Hamdard4470,
7850,Patanjali Body Ubtan 100g,1,11,PATAN-NOVA-1406-01,
7851,Patanjali Herbal Suhag Teeka 3g,1,11,PATAN-NOVA-2381-01,
7852,Sri Sri Tattva Kasahari Cough Syrup 100ml,1,11,PMCSS062,
7853,Patanjali Godhan Ark or Gomutra Ark 450ml,1,11,PGA0001,
7854,Sri Sri Tattva Hingvastaka Churna 80g,1,11,47038,
7855,Sri Sri Tattva Anu Taila Nasal Drops 10ml,1,11,PMCSS066,
7856,Peedanil Gold Tablet 20tab,1,11,PATAN-NOVA-10811-01,
7857,Peedanil Gold Tablet 20tab,1,11,PATAN-NOVA-10811-01,
7858,Kama Ayurveda Rose Lip Balm 5g,1,11,kamayu34,
7859,Patanjali Chitrakadi Vati 60 Tabs,1,11,PATAN-NOVA-2326-01,
7860,Himalaya Anti Hair Fall Shampoo,1,11,21538,
7861,Hamdard Majun Salab 150 g,1,11,26507,
7862,Patanjali Kesh Kanti Advance Herbal Hair Expert Oil,1,11,PATAN-NOVA-25386-01,
7863,Durex Elevate Climax Delay,5,2.2,1140239,
7864,Sri Sri Tattva Sudanta Toothpaste holistic 100g,1,11,46985,
7865,Kerala Ayurveda Eladi Choornam 50 Gm,1,11,KeralaAyurveda639,
7866,Hamdard Kamini Vidrawan Ras,2,7,1032210,
7867,Patanjali Putrajeevak Beej 250gm,1,5.5,PATAN-NOVA-1674-01,
7867,Shivlingi Beej 100gm,1,5.5,PATAN-NOVA-1978-01,
7868,Ovacare Tablet strip of 15 tablets,1,11,HOH046,
7869,Baidyanath Vansaar Oli Oil 300ml,1,11,1013861,
7870,Kerala Ayurveda Murivenna Thailam 200ml,1,11,39367,
7871,Hamdard Majun Muqawwi Reham 125g,1,11,Hamdard4559,
7872,Dehlvi Remedies Khamira Abresham Hakim Arshadwala,1,11,26311,
7873,Dabur Meswak Toothpaste 200g,1,11,DB0021,
7874,Brahmi Churna 100g,1,11,PATAN-NOVA-7952-01,
7875,Hamdard Majun Salab 150 g,1,11,26507,
7876,Ayurveda KM Lepam Tube of 20 gm Cream,1,11,KeralaAyurveda605,
7877,Lakme Absolute Under cover Gel face Primer | White 30g,1,11,212024071,
7878,Dehlvi Remedies Jawarish Jalinus,1,11,26380,
7879,Sri Sri Navahridaya Kalpa 500mg 60tab,1,11,46989,
7880,Shivlingi Beej 100gm,1,11,PATAN-NOVA-1978-01,
7881,Sri Sri Tattva Hingvastaka Churna 80g,1,11,47038,
7882,Lakme Absolute Under cover Gel face Primer | White 30g,1,11,212024071,
7883,AMU Dawakhana Dimagheen,1,11,26227,
7884,Zandu Lalima Syrup 500ml,1,11,3220024,
7885,Patanjali Herbal Shave Gel,1,11,B00K696WMU,
7886,Hamdard Roghan Zarareeh - 25ml,1,11,Hamdard4583,
7887,Patanjali Kutajarishta 450ml,1,11,PATAN-NOVA-2182-01,
7888,Patanjali Godhan Ark or Gomutra Ark 450ml,1,11,PGA0001,
7889,Peedanil Gold Tablet 20tab,1,11,PATAN-NOVA-10811-01,
7890,Hamdard Arusak  (50 gm each),1,11,Hamdard4470,
7891,Hamdard Roghan Zarareeh - 25ml,1,11,Hamdard4583,
7892,Ovacare Tablet strip of 15 tablets,1,11,HOH046,
7893,Hamdard Jigreen Syrup,1,11,26527,
7894,Sun Pharmace Cernos 1% W/W Gel,1,2.75,1146498,
7894,Sun Pharmace Cernos 1% W/W Gel,3,2.75,1146498,
7895,Jackfruit365 Green Jackfruit Flour,10,28.5,1140462,
7896,Lotus Herbals Gel Creme SPF 25,1,1.278,50000028,
7896,Lotus Whiteglow Advanced Pink Glow Brightening Night Creme,1,1.278,50001494,
7896,Lotus Whiteglow Advanced Pink Glow Brightening Creme Spf 25,1,1.278,50001493,
7896,Vaidyaratnam Lomasathana Thailam 25ml,2,1.278,1034399,
7896,Suhana Pravin Mango Pickle Jar - 1Kg,1,1.278,1135190,
7896,Somlata Soma Gerardiana Herbal Blend for Wellness and Vitality - 100 gm,1,1.278,1148028,
7896,Avn Ayurveda Formulations Maharasnadi Kashayam 100 tab,1,1.278,180424623,
7896,Dabur Pudin Hara Active - 30ml,4,1.27,Dabur3315,
7896,Sri Sri Tattva Phalasarpi - 100 g,1,1.278,1021409,
7896,Avimee Herbal Keshkrishna Hair Oil - 100ml,1,1.278,1147989,
7896,Merck Sevenseas Original Cod Liver Oil Capsules - 100caps,1,1.278,1147603,
7896,OZiva Organic Plant Protein  500g,1,1.278,ozi09,
7896,Mehantaka Vati 1000mg 60Tabs,2,1.277,46966,
7896,Nishamalaki 500mg 60 tab,1,1.278,46910,
7896,Dhatri Lauha 300mg 30 tab,1,1.278,23148,
7896,"KILLI Keelanelli | Bhumyamalaki | Bhumi Amla | Phyllanthus amarus | NELA usiri Powder, 100g",1,1.278,1141015,
7896,"MTR Rasam Powder, 200g",1,1.278,1058142,
7896,GO DESi Tamarind Lollipops | 50 Pieces | Fruit Candy | Desi Pops | 400 gm | Non-Spicy (Sweet and Sour),1,1.278,1149278,
7896,The Tribe Concepts Root Strengthening And Conditioning Hair Mask - 100g,1,1.278,TTCRSCHM1001,
7896,Vaidyaratnam Anu thailam 10 ml,1,1.278,1034314,
7896,Vaidyaratnam Anu thailam 10 ml,1,1.278,1034314,
7896,Skm Ayurveda Vetpalai Thailam,1,1.278,1051039,
7896,Dabur Abhayarishta - 450ml,1,1.278,1039179,
7896,Kottakkal Dasamoolarishtam 450ml,1,1.278,KOTK84,
7896,Avn Ayurveda Cervilon Soft Gel Capsules 90tabs,1,1.278,AVN3636,
7896,Daflon 500 mg Tablet  60Tablet,1,1.278,1126110,
7896,Daflon 500 mg Tablet 30 tablets,1,1.278,1126109,
7896,TARIN Bodywise Biotin Hair Gummies for Women | Hair Vitamin | Reduce Hair Fall with Delicious Strawberry Flavoured Gummies | Added Zinc & Multivitamins | 60 Day Pack,1,1.278,BeBodywise3013-,
7896,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,1.278,1142524,
7896,GO DESi Tamarind Lollipops | 50 Pieces | Fruit Candy | Desi Pops | 400 gm | Non-Spicy (Sweet and Sour),1,1.278,1149278,
7896,GO DESi Tamarind Lollipops | 50 Pieces | Fruit Candy | Desi Pops | 400 gm | Non-Spicy (Sweet and Sour),4,1.27,1149278,
7896,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,1.278,1142524,
7896,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,1.278,1142524,
7896,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,1.278,1142524,
7896,Wagh Bakri Elaichi Instant Tea Premix 80G,1,1.278,1136601,
7896,Smartivity Electricity Kit for Kids 8-14 Years Old,1,1.278,1149446,
7896,Eladi Kera Tailam 200ml,1,1.278,1024510,
7896,kottakkal Dhanvantaram Kuzhampu,1,1.278,KOTK15,
7896,kottakkal Dhanvantaram Kuzhampu,1,1.278,KOTK15,
7896,Daflon Tablet-500 Mg-10 tablets,80,1.278,1142461,
7896,Daflon Tablet-1000 Mg-10 tablets,96,1.278,1142462,
7897,Multani Kamini Vidrawan Ras Tablet,3,4.666,1032208,
7898,Lecithinum Trituration Tablet 3X,2,5,42455,
7899,Moon Herbal Kamini Vidrawan Ras with Kesar,2,6.5,1032209,
7900,Hamdard Kamini Vidrawan Ras,1,14,1032210,
7901,Hamdard Barshasha 60gs,15,1,1118589,
7902,SBL Prednisone Dilution 200 CH,6,1,43050,
7902,SBL Prednisone Dilution 1000CH,4,1,42943,
7903,Bacillus No-7 200 CH,2,14.25,43519,
7903,SBL Lithium Bromatum Dilution 1000 CH,3,14.25,43874,
7903,Kali Iodatum 200 CH,3,14.25,43061,
7903,Radium Bromatum 1000 CH (30 ml),3,14.25,46540,
7903,Radium Bromatum 200CH,3,14.25,42897,
7903,Radium Bromatum 30CH,3,14.25,45591,
7903,Radium Bromatum Dilution 30 CH,3,14.25,38867,
7904,Tretinoin Gel 0.1%,1,10,1149454,
7905,Lama Kamini Vidrawan Ras Keshar Yukta - 10g,1,2.166,HOH003,
7905,Lama Kamini Vidrawan Ras Keshar Yukta - 10g,5,2.166,HOH003,
7906,PPrakruthi Pure Silver Satya Narayana Swamy Idol 5.5g,1,1224.58,900709,
7907,Unjha Kamini Vidravano Ras Tablet (with Saffron) - 30Tabs,1,6,1140453,
7907,Multani Kamini Vidrawan Ras Tablet,1,8,1032208,
7908,Naturogin Plain sakinalu,1,787.29,LF-OT0Q-O9RE,
7909,Hamdard Barshasha 60gs,1,11,1118589,
7910,SBL Serum Anguillae (EEL Serum) Dilution 1000 CH - 30ml,1,261.86,42853,
7911,SBL Arnica Ointment 25gms,34,8.3823,sves022,
7912,SBL Crataegus Oxyacantha Mother Tincture Q 30ml,2,186.02,42041,
7913,Hamdard Barshasha 60gs,15,0.8,1118589,
7914,Hamdard Barshasha 60gs,5,3,1118589,
7915,Fraxinus Americana,1,427.12,42078,
7916,Ocimum Sanctum,1,227.97,42066,
7917,SBL Berberis Aquifolium Mother Tincture Q,1,329.66,1018422,
7918,Allen Hernia Drop - 30ml,1,253.39,1024189,
7919,Prakruthi Pure Silver Gangalam 31g,1,5608.47,900615,
7920,Prakruthi Pure Silver Gangalam 31g,1,5608.47,900615,
7921,Jaborandi,1,261.86,SBL001,
7922,PPrakruthi Pure Silver Satya Narayana Swamy Idol 5.5g,1,1224.58,900709,
7923,Conium Maculatum 30CH,1,219.49,42732,
7924,Durex Aloe Massage 2-in-1 Intimate Lubricant | Soothing Water-Based Lube Gel For Men & Women,10,28.5,1026887,
7925,Ceanothus Americanus,1,427.12,42070,
7926,Pure Silver Hanuman Idol 7.60g,1,1586.44,900082,
7927,Peedantak Ointment 50g,2,5,PATAN-NOVA-3834-01,
7928,Allium Sativum,3,172.03,42074,
7929,Eliquis 5mg Tablet,15,1,11429428,
7930,Eliquis 5mg Tablet,20,14.25,11429428,
7931,Chenopodium Anthelminticum 6 CH,5,2.2,42882,
7932,Dr Chopra Sperm XXX Gold Capsule,8,1.25,1009637,
7933,Hamdard Barshasha 60gs,15,1,1118589,
7934,Hamdard Barshasha,5,2.6,1138709,
7935,Avanafil 100mg Tablet,16,17.8125,1142600,
7936,Dr Willmar Schwabe India Serum Anguillae Dilution 30 CH,5,2.2,WILLSCH881,
7937,Kiehl's Cactus Flower Tibetan Ginseng Hydrating Mist 125ml,1,13,1021344,
7938,Prakruthi Bal mithai,2,5,PRAKSWTS009,
7939,Prakruthi Pure Silver Small Nandi 10g,1,1998.3,900864,
7940,Avanafil 100mg Tablet,15,19,1142600,
7941,SBL Castor Equi Dilution 30 CH,1,219.49,43558,
7942,Baps Amrut Balchyawansudha|500g,4,2.5,1019138,
7943,Wheezal Homeopathy SkookumChuk Ointment - 25g,1,5,1059556,
7943,Lord's Homeopathy Skookum Chuck Ointment - 25g,1,6,1137114,
7944,Reckeweg Sepia 30 CH,1,232.2,38647,
7945,Baidyanath Medohar Guggulu - (120 Tablets),1,50,Baidyanath210,
7945,Patanjali Herbal Power vita Plus Jar 500g,5,47,PATAN-NOVA-41341-01,
7946,Allen Hernia Drop - 30ml,2,211.44,1024189,
7947,Dr. Reckeweg China Off Dilution 3X,1,10,39626,
7948,Baidyanath Jhansi Anu Taila Ayurvedic Nasal Drops - 20ml,3,3.666,1041840,
7949,Acidum Nitricum Dilution 30 CH,1,232.2,38705,
7950,Brass Kalpavriksh Idol,1,5,1144618,
7950,Brass Lucky Tortoise With Plate,2,3,1144586,
7951,Dr. Reckeweg Caust icum Dilution200 CH,1,253.39,38654,
7952,Dr. Reckeweg Carbo Veg Dilution 200 CH,1,253.39,38656,
7953,Eliquis 5mg Tablet,8,35.625,11429428,
7954,Dr. Reckeweg Lapis Albus Dilution30 CH,1,232.2,38796,
7955,Optimove Gel tube 50g,2,5.5,20315,
7956,Sun Pharmace Cernos 1% W/W Gel,2,142.5,1146498,
7957,Aha Organic Tomato Pickle,1,25.909,1138025,
7957,Athithigruha Foods Mango pickle 900gms,1,25.909,374000000,
7957,Aha Organic Mango Pickle 300gms,3,25.909,1089696,
7957,Aha Organic Tamarind Pickle,1,25.909,374000000,
7957,Aha Organic Tamarind Pickle 300g,1,25.909,1138026,
7957,Aha Organic Gongura Pickle 300g,2,25.909,1086850,
7957,Aha Organic Gongura Pickle 300g,1,25.909,1086850,
7957,Terra Greens Organic Gongura Pickle 250g,1,25.9,1137951,
7958,Prakruthi ANDROGRAPHIS PANICULATAPANICULATA POWDER 100G,1,11,BPP41,
7959,Dr Willmar Schwabe India Fraxinus Americana Dilution 30 CH,1,11,WILLSCH2837,
7960,Acidum Phosphoricum,1,261.86,42038,
7961,Somlata Soma Gerardiana Herbal Blend for Wellness and Vitality - 100 gm,1,3.6538,1148028,
7961,Dr Ortho Ayurvedic Oil 120ml and Ayurvedic Bandage 30 Combo,1,3.6538,20177,
7961,Merck Sevenseas Original Cod Liver Oil Capsules - 100caps,1,3.6538,1147603,
7961,Astaberry Gold Facial Kit 6 Steps kit- Skin Repair,1,3.6538,1137234,
7961,Avn Ayurveda Sahacharadi Kashayam Tablet 100tab,1,3.6538,AVN3594,
7961,Vaidyaratnam Saraswatharishtam With Gold 100 ML,1,3.6538,1140755,
7961,Vaidyaratnam Anu thailam 10 ml,1,3.6538,1034314,
7961,Wagh Bakri Elaichi Instant Tea Premix 80G,2,3.6538,1136601,
7961,Axe Brand Universal Oil Aloe Vera Gel,1,3.6538,1142517,
7961,Vaseline Gluta Hya Glow Combo - 200+200ml,1,3.6538,1031795,
7961,Indukantam Kwatham,1,3.6538,KOTK29,
7961,Plum Green Tea Pore Cleansing Face Wash Oily Skin Face Wash For Women,1,3.6538,PlumGoodness2003,
7961,Daflon Tablet-1000 Mg-30tablets,1,3.6538,1135558,
7961,Vitabiotics Wellman Hairfollic 30 Tabs,1,3.6538,1144285,
7961,Daflon Tablet-1000 Mg-30tablets,1,3.6538,1135558,
7961,Happilo Premium Dried Afghani Anjeer 200g,1,3.6538,1134726,
7961,24 Mantra Organic Sattu Atta 500g,1,3.6538,1038178,
7961,MAGGI PAZZTA Masala Penne - 130g,1,3.6538,1148471,
7961,Pankajakasthuri Orthoherb Tablets - 60 tabs,1,3.6538,20115,
7961,Haritaki(harde) Churna 175 Gm,2,3.6538,1052853,
7961,Vaidyaratnam Neelibhrungadi Kera Thailam - 200ml,1,3.6538,1034394,
7961,Avn Ayurveda Sahacharadi Kashayam Tablet 100tab,2,3.6538,AVN3594,
7961,Jioo Organics Dry Yeast Instant Active Dry Yeast for Making Bread or Pizza Pack of 1 Yeast Powder for Baking (50 Grams),1,3.6538,1147535,
7961,"Saffola Oodles The Ring Noodles, Yummy Masala",1,3.6538,1136706,
7961,Prakruthi Tamarind Seed Powder 100G,1,3.6538,BPP45,
7961,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,3.6538,1033271,
7961,Dhathri Hair Care Plus Herbal Oil - 100ml,1,3.6538,1149948,
7961,Kerala Ayurveda Bala Thailam 100ml,1,3.6538,39365,
7961,The Wellness Shop - Turmeric Facial Wax Powder,1,3.6538,1142079,
7961,"The Body Shop Mask Face Tea Tree Oil, 100ml",1,3.6538,1050227,
7961,Dabur Organic Honey 300gm,1,3.6538,Dabur3230,
7961,Shahnaz Husain Herbal Sindoor - Maroon - 9ml,1,3.6538,1047849,
7961,Vahdam Tea Turmeric Ashwagandha Latte Golden Milk Powder 100 g,1,3.6538,1029664,
7961,Healthvit Cenvitan Multivitamin Tablets for Women - 60 tabs,1,3.6538,1041968,
7961,Indus Valley Hair Nourishing Ultima Spa with Keratin for dry and damage hair-400 ml,1,3.6538,Valley11,
7961,AMU Dawakhana Sharbat Faulad,1,3.6538,26268,
7961,OZIVA Plant Based DHT Blocker Capsules| 60 Count,1,3.6538,1046601,
7961,Two Brothers Organic Farms Sugarcane Jaggery Block - 900g,1,3.6538,1014579,
7961,VAIDYARATNAM Ksheerabala Thailam - 200ml,7,3.6538,1142302,
7961,Shiva Organic's Bhut Jolokiya Dry,1,3.6538,1150700,
7961,TYAGEN-II Sunisa Full Coverage 3 In 1 Cc And Bb Water Proof Foundation,1,3.6538,1136723,
7961,Kottakkal Dasamoolarishtam 450ml,1,3.6538,KOTK84,
7961,Ayurveda Bhringarajasavam bottle of 435 ml Syrup,2,3.6538,18443,
7961,Shiva Organic High Protein Fox Nuts - 150g,4,3.6538,1146097,
7961,Ensure Diabetes Care Powder - Vanila Refill - 1kg,2,3.6598,1032677,
7961,Ensure Plus Powder | Vanilla Flavour - 1kg - 1 Pack,2,3.6598,1140237,
7961,Kamadhenu Milk Junnu | Colostrum Powder,9,3.6598,Kamadhenu1000,
7961,Kesavardhini Hair Oil - 25ml,8,3.6598,1148574,
7962,Ceanothus Americanus,1,427.12,42070,
7963,Dr. Reckeweg Clema tis Erec Dilution200 CH,1,253.39,38857,
7964,Dr Willmar Schwabe India Aralia Racemosa Dilution 30 CH,1,11,WILLSCH1985,
7965,Girnar Masala Chai,2,3.5185,1117262,
7965,B V Pundit's Mahasowbhagya Shunti,1,3.5185,1035575,
7965,Continental Xtra Coffee,1,3.5185,Continental3519,
7965,Forest Essentials Luxury Sugar Soap Bitter Orange & Cinnamon - 100g,3,3.5185,ForestEssentials743,
7965,Nykaa Strobe & Glow Liquid Cream Highlighter,1,3.5185,1134433,
7965,Vaidyaratnam Chyawanprasham 500g,1,3.5185,1034343,
7965,Vaidyaratnam Chyawanprasham 500g,1,3.5185,1034343,
7965,"Rajasthan Herbals Ayurvedic Pain Niwaran Churna, 135g",1,3.5185,RajasthanHerbalsInternational808,
7965,Sri Sri Products Liv-On - 60 Tab (for All Liver Related Problems) X 1,1,3.5185,PMCSS017,
7965,Organic Tattva Kitchen King Masala Powder 100g,1,3.5185,1048366,
7965,Arata Styling Hair Gel - 50 ml,1,3.5185,Arata4012,
7965,Prakruthi Tamarind Seed Powder 100G,2,3.5165,BPP45,
7965,Prakruthi Tamarind Seed Powder 100G,1,3.5185,BPP45,
7965,Vaidyaratnam Manasamithra Gulika Tablets,1,3.5185,1034308,
7965,Just Jaivik Organic Amla Tablets - 90Caps,2,3.5165,JustJaivik1770,
7965,Tetley Long Leaf Original | All-natural Green Tea with Anti-Oxidants | Green Tea,1,3.5185,1126384,
7965,Vicco Turmeric With Foam Base Facewash,1,3.5185,1057988,
7965,Aimil Neeri Tablets (10*30 Tablets),1,3.5185,1035368,
7965,Kay Beauty Matte Action,1,3.5185,1126364,
7965,Good Vibes Rosehip Moisture Rich Face Cream - 50 gm,1,3.5185,GoodVibes5332,
7965,"Bigen Speedy Hair Color, Dark Brown 883",6,3.5125,1142313,
7965,Sri Sri Tattva Crack Free Cream 25g,1,3.5185,47034,
7965,Hamdard Arq Badyan - 500 ml,2,3.5165,Hamdard4745,
7965,Bhimavaram Boneless Chicken Pickle 500g,1,3.5185,PrakPick20,
7965,Wagh Bakri Elaichi Instant Tea Premix 80G,4,3.5145,1136601,
7965,Graminway Spicy Jackfruit Pickle/ Kathal Ka Achar 200 g,1,3.5185,1139753,
7965,GO DESi Tamarind Lollipops | 50 Pieces | Fruit Candy | Desi Pops | 400 gm | Non-Spicy (Sweet and Sour),1,3.5185,1149278,
7965,Beardo Activated Charcoal Face Wash - 100 g,1,3.5185,Beardo3071,
7965,Two Brothers Organic Farms Amlaprash (Limited Edition Chyawanprash) - 300 gms,1,3.5185,1014583,
7965,Arata Intensive Hair Growth Serum,1,3.5185,1034261,
7965,mCaffeine Coffee Body Polishing Oil (100ml,1,3.5185,Mcaffeinepmc3671,
7965,AVP Ayurveda Dhanwantharam Gulika 100 tab,1,3.5185,AVP3704,
7965,Dabur Abhayarishta - 450ml,1,3.5185,1039179,
7965,Avn Ayurveda Sahacharadi Kashayam Tablet 100tab,1,3.5185,AVN3594,
7965,Pankajakasthuri Cough Syrup with Tulsi - Pack of 4,1,3.5185,11429740,
7965,Kottakkal Ayurvedic Valiya Chandanadi Tailam (200 ML),1,3.5185,1151569,
7965,Jivika Organics A2 Desi Buffalo Ghee | Grass Fed Ghee Butte,1,3.5185,1032729,
7965,"Parachute Advansed Men Hair Cream, Anti-Hairfall, 100 gm",1,3.5185,1135553,
7965,"Bigen Speedy Hair Color, Dark Brown 883",1,3.5185,1142313,
7965,Nature's Essence Gold Facial Kit 1 Kit (Pack of 40gm),1,3.5185,1044587,
7965,Farmley Roasted & Flavoured Makhana 90g,1,3.5185,1126116,
7965,Farmley Roasted & Flavoured Makhana 90g,1,3.5185,1126116,
7965,Daflon 500 mg Tablet 30 tablets,1,3.5185,1126109,
7965,BeBodywise 5% Lactic Acid Body Lotion - 200ml,1,3.5185,1058438,
7965,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,3.5185,1033271,
7965,Two Brothers Organic Farms Gulkand - 500g,1,3.5185,1147384,
7965,BeBodywise 5% Lactic Acid Body Lotion - 200ml,1,3.5185,1058438,
7965,Vilwadi Gulika 100ct,1,3.5185,KOTK68,
7965,"Zinda Tilismath, 15 ml",1,3.5185,NOVA695,
7965,Kottakkal Dasamoolarishtam 450ml,1,3.5185,KOTK84,
7965,Ensure Plus Powder | Vanilla Flavour - 1kg - 1 Pack,2,3.5165,1140237,
7965,Kamadhenu Milk Junnu | Colostrum Powder,15,3.5185,Kamadhenu1000,
7966,Zoff Kashmiri Chilli Powder - 200g,8,11.12375,1148043,
7967,TARIN Bodywise Biotin Hair Gummies for Women | Hair Vitamin | Reduce Hair Fall with Delicious Strawberry Flavoured Gummies | Added Zinc & Multivitamins | 60 Day Pack,1,5.1818,BeBodywise3013-,
7967,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,5.1818,1142524,
7967,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,5.1818,1142524,
7967,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,5.1818,1142524,
7967,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,5.1818,1142524,
7967,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,5.1818,1142524,
7967,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,5.1818,1142524,
7967,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,5.1818,1142524,
7967,WOW Skin Science Himalayan Rose Hair Shampoo for Dry Damaged Hair - 500ml,1,5.1818,1142469,
7967,MENT HK Vitals DHT Blocker,1,5.1818,1041767,
7967,Peri peri Roasted Makhana in olive oil,1,5.1818,1126866,
7967,Vilvah Store Aloe Vera Gel 100ml,1,5.1818,1138167,
7967,Hamdard Diabeat Capsule-60 Capsules,1,5.1818,26489,
7967,Ensure Diabetes Care Powder - Vanila Refill - 1kg,2,5.1818,1032677,
7967,VAIDYARATNAM Ksheerabala Thailam - 200ml,4,5.1818,1142302,
7967,Ensure Plus Powder | Vanilla Flavour - 1kg - 1 Pack,3,5.1818,1140237,
7967,Supradyn Daily Multivitamin Tablets for Men & Women - 15 Tablets,30,5.1818,1148667,
7967,Shahnaz Husain Fairy One Natural Glow Cream 50g,3,5.1818,1047860,
7968,Kairali Pinda Thailam 200 ml Oil,1,11,20305,
7969,"TrueBasics L Glutathione with Nutroxsun Biotin Vitamin E For Healthy And Youthful Skin Clinically Researched Ingredients, 30 Glutathione Tablets",1,23.75,truebsc13,
7969,IMC Keshwin Anti Hairfall Shampoo 200ml,1,23.75,IMC3443,
7969,IMC Dental Cream 100g,1,23.75,IMC3554,
7969,IMC Keshwin Anti Dandruff Shampoo 200ml,1,23.75,IMC3446,
7969,IMC Herbal Shri Tulsi Drop 20ml New,1,23.75,22923,
7969,IMC Shri Haldi Drops 20ml,1,23.75,1045641,
7969,IMC Keshwin Hair Oil 100ml,2,23.75,IMC3435,
7969,Dr. Reckeweg R59 Obesity and Slimming Drop,1,23.75,38348,
7969,Dr. Reckeweg R60 Blood Purifier Drop,1,23.75,38359,
7969,IMC Aloe Jyothi Plus 10ml,2,23.75,IMC3547,
7970,Cowpathy Panchagavya Herbal Shampoo 100 ml,4,2.75,21945,
7971,SBL Crataegus Oxyacantha Mother Tincture Q 30ml,1,227.97,42041,
7972,Zandu Pancharishta,4,5,3220053,
7972,Aimil Ayurvedic Neeri Syrup - 200ml,6,4,Aimil4131,
7972,Dabur Honitus Herbal Cough,4,6,Dabur3295,
7972,Bakson's Homeopathy B17 Drops - 30 ml,12,4,1036662,
7972,Dr. Reckeweg Alfalfa Tonic R95 250ml,2,5,42022,
7972,R73,10,3,38346,
7972,Dr. Reckeweg R9 Cough Drop (22ml),20,4,38370,
7972,Dabur Abhayarishta - 450ml,2,3,1039179,
7972,Zandu Sudarshan Ghan Vati - 40Tabs,12,4,11429643,
7973,Hamdard Jigreen Syrup,20,7.5,26527,
7973,Hamdard Lahmina -500ml,6,7.5,Hamdard4650,
7973,Al Masnoon Talbina almond dates | A sunnah diet and immunity booster | instant mix - 300g,12,7.5,1033331,
7974,Chimaphila Umbellata,1,342.37,42197,
7975,Allen Hernia Drop - 30ml,2,211.44,1024189,
7976,Allen Hernia Drop - 30ml,1,253.39,1024189,
7977,Ceanothus Americanus,1,427.12,42070,
7978,Naturogin Plain sakinalu,1,787.29,LF-OT0Q-O9RE,
7979,Isha Life Instant Sanjeevini Multigrain Health Drink 500g,3,3.666,ISSHAA003,
7980,Special Swagruha Gavvalu,1,57,1150354,
7980,Vellanki Foods Karela Pickle | Bittergourd Pickle 250g,1,57,1054228,
7980,Konaseema Special Prawns Gongura Pickle 250g,1,57,1126631,
7980,Aruna Foods Country Chicken Pickle 250g,1,57,1126540,
7980,Konaseema Special Bone Less Mutton Pickle 250g,1,57,1126636,
7981,Pullareddy Bellam Pootharekulu 500g,1,71.25,DF00211,
7981,Dadus Motichoor Laddu 500g,1,71.25,DFSMSDD0004_1,
7981,ATS Niger Seed Oil Wood Pressed - 1L,2,71.25,1140227,
7982,Prakruthi Organic Mishri 200gm,1,5.5,1025153,
7982,Arya Vaidya Sala krimighnavatika 100 tablets,1,5.5,1147720,
7983,Karachi bakery Petha Pan 500 g,1,57,1024103,
7983,Pullareddy Banana Masala Chips 100g,2,57,1026170,
