invoiceidno,itemdescription,quantity,rate,msku,
8020,"Suhana Veg Spice Mixes Combo of 6 - Paneer Butter, Veg Biryani, Paneer Tikka, Rajma Masala, Mutter Paneer, Shahi Malai Kofta | Easy to Cook | Spice Mix",1,0.6597,1140411,
8020,TYAGEN-II Sunisa Full Coverage 3 In 1 Cc And Bb Water Proof Foundation,1,0.6597,1136723,
8020,Two Brothers Organic Farms Sugarcane Jaggery Crushed Granular - 500g,1,0.6597,1014590,
8020,Pond's Bright Beauty SPF 15 PA ++ Serum Cream 50 g,1,0.6597,1147532,
8020,Indus Valley Hair Ultima Spa,1,0.6597,1046676,
8020,"Rajasthan Herbals Ayurvedic Pain Niwaran Churna, 135g",1,0.6597,RajasthanHerbalsInternational808,
8020,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",4,0.6597,1033271,
8020,BEARDO Beard & Mustache Wax 50g,1,0.6597,Beardo3095,
8020,Vicco Turmeric WSO Skin Cream - 30g,1,0.6597,25153,
8020,Vicco Turmeric Vanishing Cream 50gm,1,0.6597,1030405,
8020,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,0.6597,1033271,
8020,Vicco Turmeric With Foam Base Facewash,1,0.6597,1057988,
8020,Prakruthi Ulavacharu Paste,1,0.6597,1026724,
8020,Pond's Bright Beauty SPF 15 PA ++ Serum Cream 50 g,1,0.6597,1147532,
8020,Vedapure Naturals Raw Shilajit/Shilajeet for Men & Women - 1000mg 60 Capsules,2,0.6597,1018527,
8020,AL MASNOON TALBINA Special with Dry Fruits 500 g,1,0.6597,1052218,
8020,Swiss Beauty Professional Liquid Concealer For Face (Medium-Moyen),1,0.6597,1013213,
8020,Hamdard Diabeat Capsule-60 Capsules,6,0.6597,26489,
8020,Pankajakasthuri Cough Syrup with Tulsi - Pack of 4,1,0.6597,11429740,
8020,Merck Sevenseas Original Cod Liver Oil Capsules - 100caps,4,0.6597,1147603,
8020,Melaglow | new | cream 30 g,1,0.6597,1151729,
8020,Melaglow | new | cream 30 g,1,0.6597,1151729,
8020,Mildy Everyday Shampoo  100ml,1,0.6597,1142976,
8020,Konaseema Special Chicken Gongura Pickle,1,0.6597,DFPNVPOT0001_1,
8020,Bhimavaram Boneless Chicken Pickle 1kg,1,0.6597,1148185,
8020,Killi Pirandai | Hadjod | Veld Grape | Cissus quadrangularis | Nalleru Powder - 100g,1,0.6597,1148561,
8020,Vaseline Gluta Hya Glow Combo - 200+200ml,2,0.6597,1031795,
8020,Isha Life Herbal Toothpaste - 150g,1,0.6597,1138150,
8020,BeBodywise 5% Lactic Acid Body Lotion - 200ml,1,0.6597,1058438,
8020,"Suhana Veg Spice Mixes Combo of 6 - Paneer Butter, Veg Biryani, Paneer Tikka, Rajma Masala, Mutter Paneer, Shahi Malai Kofta | Easy to Cook | Spice Mix",1,0.6597,1140411,
8020,"Zinda Tilismath, 15 ml",3,0.6597,NOVA695,
8020,Dr. Batra's Hair Gel 100 g,4,0.6597,Dr.Batra's2503,
8020,SBL Apomorphinum Muriaticum Dilution 12 CH,1,0.6597,46576,
8020,Kerala Ayurveda Vilwadi Lehyam 100g,1,0.6597,39393,
8020,Two Brothers Organic Farms Amlaprash (Limited Edition Chyawanprash) - 300 gms,1,0.6597,1014583,
8020,The Wellness Shop - Turmeric Facial Wax Powder,1,0.6597,1142079,
8020,Just Jaivik Organic Ashwagandha Tablets - 90 Tabs,1,0.6597,1145392,
8020,Just Jaivik Organic Ashwagandha Tablets - 90 Tabs,1,0.6597,1145392,
8020,Roghan Phosphorus Oil 100ml,2,0.6597,26513,
8020,Vaidyaratnam Anu thailam 10 ml,1,0.6597,1034314,
8020,Vaidyaratnam Anu thailam 10 ml,1,0.6597,1034314,
8020,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",1,0.6597,1033271,
8020,Nishamalaki 500mg 60 tab,3,0.6597,46910,
8020,Dr Ortho Ayurvedic Oil 120ml and Ayurvedic Bandage 30 Combo,1,0.6597,20177,
8020,Sri Sri Tattva USA NAOQ19 Tablets 90tabs,1,0.6597,1050933,
8020,Vicco Turmeric Vanishing Cream 50gm,1,0.6597,1030405,
8020,Vicco Turmeric Vanishing Cream 50gm,2,0.6597,1030405,
8020,Streax Insta Shampoo Hair Colour - Natural Brown,1,0.6597,1151730,
8020,kottakkal Dhanvantaram Kuzhampu,2,0.6597,KOTK15,
8020,Kottakkal Dasamoolarishtam 450ml,1,0.6597,KOTK84,
8020,Kottakkal Gandharvahasthadi Erand tailam 200ML,1,0.6597,1148575,
8020,Ayurveda Bhringarajasavam bottle of 435 ml Syrup,2,0.6597,18443,
8020,"Suhana Veg Spice Mixes Combo of 6 - Paneer Butter, Veg Biryani, Paneer Tikka, Rajma Masala, Mutter Paneer, Shahi Malai Kofta | Easy to Cook | Spice Mix",1,0.6597,1140411,
8020,Supradyn Daily Multivitamin Tablets for Men & Women - 15 Tablets,80,0.6597,1148667,
8020,OZiva Plant Based Collagen Builder 25g,4,0.6597,1150302,
8020,Kamadhenu Milk Junnu | Colostrum Powder,2,0.6497,Kamadhenu1000,
8020,Daflon Tablet-500 Mg-10 tablets,120,0.6597,1142461,
8020,Daflon Tablet-1000 Mg-10 tablets,72,0.6597,1142462,
8020,Sun Pharmace Cernos 1% W/W Gel 5g,70,0.6597,1145418,
8021,Jolochip - Last Chip Challenge,1,11,1030603,
8022,Diabliss Sugar 500g Pouch- Low Glycemic Index (GI) - Pack of 4Combo Pack,10,28.5,1056328,
8023,Androtas Gel - 75g,1,10,1150389,
8024,Ensure Diabetes Care Powder - Vanila Refill - 400g,6,47.5,1032676,
8025,Bhargava Whitigo Cream 30g,4,2.75,BhargAB033,
8026,Brinton UV Doux Blue Light Sunscreen Protection Gel SPF 50 PA+++ UVA/ UVB for Men & Women,1,7,1057758,
8027,Dr. Reckeweg Antimonium Crud Dilution 10M CH - 11ml,1,3,39817,
8027,Baidyanath Rheumartho Gold Capsule (30caps),1,4,Baidyanath435,
8027,Baidyanath Rheumartho Gold Capsule strip of 30 capsules,2,2,20200,
8028,Durex Elevate Climax Delay,2,5.5,1140239,
8029,Brass Singhasan For God Idol 0.7kg,1,0.96,1020989,
8029,Dr Ortho Ayurvedic Oil 120ml and Ayurvedic Bandage 30 Combo,3,0.858,20177,
8029,Himalaya Tentex Forte Tablet,10,0.858,1134315,
8029,Lotus Ecostay Longlasting Kajal Black,1,0.858,50000855,
8029,Royal Swag Ayurvedic And Herbal Long Bidi Smoke With 12 ml Shot to Stop Nicotine Craving - Pack of 3 ( 60 Sticks),1,0.858,1034988,
8029,Allen A86 Proteinuria Drop,1,0.858,1118697,
8029,Lord's L 102 Albuminuria Drop 30 ml,1,0.858,Pedic039,
8029,Cineraria Martima Eye Drop 10ml,1,0.858,1018544,
8029,New Life Nl-17 Drops 30ml,1,0.858,1028149,
8029,New Life Nl-10 Drops 30ml,1,0.858,1028145,
8029,SBL Rosa Damascena Mother Tincture Q,1,0.858,42357,
8029,SBL Calotropis Gigantea Dilution - 30 CH,1,0.858,44830,
8029,Dabur Shadbindu Tail 25 ml,1,0.858,Dabur3271,
8029,Bipha Ayurveda Nimbarajanyadi Tablets,2,0.858,BiphaAyurveda2844,
8029,Elemnt White Zinc Sunscreen 360 Formulated For Heavy Sun Exposure - 50g,1,0.858,1059008,
8029,Daflon 500 mg Tablet,86,0.858,1031476,
8029,Inlazer Sexual Wellness Capsule,1,0.858,1025876,
8029,Excel Pharma E-Parvo Drops,2,0.858,ExcelPharma1596,
8029,Ayurveda NWIL Divya USIRASAV 450 ML,2,0.858,PATAN-NOVA-2145-01,
8029,Man Matters 2% Ketoconazole Anti Dandruff Shampoo,2,0.858,1044028,
8029,Godrej Hair Colour Natural Brown  40gm,4,0.858,1147010,
8029,CINZAN 25 DT,3,0.858,1145468,
8029,Hegde Cleargel-Gel,1,0.858,1145416,
8029,Prakruthi Soap Nuts For Hair 500g,1,0.858,3124129009,
8029,Ganesh Idol Mold For Making Idol,1,0.858,1026877,
8029,Daflon Tablet - 1000 Mg - 20 tablets,100,0.858,1135557,
8029,Aranea Diadema 30,2,0.858,46621,
8029,Sun Pharmace Cernos 1% W/W Gel,3,0.858,1146498,
8029,The Derma co 2% Salicylic Acid Serum - 30ml,3,0.858,1032422,
8029,Dabur Odomos Narurals Mosquito Repellant Spray - 100 Ml,3,0.858,1134386,
8029,Dabur Pudin Hara Active - 30ml,6,0.858,Dabur3315,
8029,Menyanthes Trifoliata Dilution 12 CH,6,0.858,46105,
8029,SBL Equisetum Hyemale Dilution 200 CH,6,0.858,45971,
8029,Stobal syrup 180 ml,6,0.858,sves007,
8029,Giloy Ghanvati 60 tab,6,0.858,PATAN-NOVA-1340-01,
8029,Patanjali Shuddhi Churna 100gm,3,0.858,PATAN-NOVA-1609-01,
8029,Patanjali Herbal Kajal 3g,3,0.858,PATAN-NOVA-1525-01,
8029,Baidyanath Vansaar Kaminividrawan Ras Kesar Yukta 10g,20,0.858,1013839,
8029,Himalaya Liv 52 DS Syrup 200ml,4,0.858,HimalayaHerbals3895,
8029,Man Matters 2% Ketoconazole Anti Dandruff Shampoo,6,0.858,1044028,
8029,Olay Total Effects Serum,5,0.858,1046275,
8029,Basic Ayurveda Bhringrajasava Certified Organic 100% Natural & Pure Herbs 450ml,2,0.858,1137971,
8029,Godrej Hair Colour Natural Brown  40gm,8,0.858,1147010,
8029,Adven D-Worm Dropsdeworming,7,0.858,1028569,
8029,Himalaya Tentex Forte Tablet,10,0.858,1134315,
8030,Baksons Bakson's Belladonna Ointment,1,0.97,1018936,
8030,Dr Ortho Ayurvedic Oil 120ml and Ayurvedic Bandage 30 Combo,3,0.866,20177,
8030,Patanjali Divya Melanogrit 60 Tablet,1,0.866,PATAN-NOVA-29302-01,
8030,YUVIKA Bartang | Barhang - Broadleaf Plantain - Juke (100 Grams),2,0.866,1025802,
8030,Udarkalp Churna 100g,3,0.866,PATAN-NOVA-1590-01,
8030,Gaviscon Oral Suspension - 150ml,4,0.866,1142390,
8030,Titanic Extra Lime Capsule 6 Caps,1,0.866,1026037,
8030,Arsenicum Sulph Flavum Trituration Tablet 3X,6,0.866,42447,
8030,REPL Dr. Advice No.94 Scabies Drop,1,0.866,LG1000261,
8030,Abbott PMT Anti scabies Lotion Scabigard-P Lotion OF 50ml EACH),15,0.866,1136773,
8030,Patanjali Panchamrit Parpati 5g,20,0.866,1151188,
8030,Dr. Reckeweg Rhus Tox Dilution 6 CH - 11ml,1,0.866,39604,
8030,Bilacad Tablet 20mg - 10 Tablets,2,0.866,1142605,
8030,Baidyanath Amalki Rasayan (120g),1,0.866,Baidyanath407,
8030,Hegde Cleargel-Gel,3,0.866,1145416,
8030,Daflon 500 mg Tablet,9,0.866,1031476,
8030,SBL Pituitrine Dilution 200 CH,1,0.866,43164,
8030,Kamraj Gold Capsule,9,0.866,11429703,
8030,Dr Willmar Schwabe India Acidum Muriaticum Dilution 200 CH - 30ml,1,0.866,WILLSCH580,
8030,Dr Willmar Schwabe India Aesculus Hippocastan Dilution 30 CH - 30ml,1,0.866,WILLSCH337,
8030,Hamamelis Virginica,1,0.866,42036,
8030,Millefolium 30 CH,1,0.866,46463,
8030,Allen A18 Jaundice Drop - 30ml,1,0.866,1118763,
8030,Lord's Homeopathy Skookum Chuck Ointment - 25g,1,0.866,1137114,
8030,SBL Cuprum Sulphuricum Dilution 1000 CH,2,0.866,1136943,
8030,SBL Ferrum Sulphuricum Dilution 6 CH,1,0.866,46707,
8030,SBL Cuprum Sulphuratum Dilution 30 CH,1,0.866,43347,
8030,SBL Cuprum Sulphuricum Dilution 200 CH,3,0.866,46697,
8030,SBL Cuprum Sulphuricum Dilution 12 CH,1,0.866,1136922,
8030,Dr Willmar Schwabe India Ficus Religiosa Dilution 200 CH,1,0.866,WILLSCH093,
8030,Dr Willmar Schwabe India Hyoscyamus Niger Mother Tincture Q,2,0.866,WILLSCH3913,
8030,QRAA ADVANCED LACTO DARK UNDERARM CREAM,2,0.866,Qraa857,
8030,Zandu Pancharishta,4,0.866,3220053,
8030,Shri Chyawan  Vidrawan Ras Tablet Kesar Yukta,10,0.866,1032285,
8030,Daflon 500 mg Tablet,21,0.866,1031476,
8030,Daflon Tablet - 1000 Mg - 20 tablets,30,0.866,1135557,
8030,Moon Herbal Kamini Vidrawan Ras with Kesar,10,0.866,1032209,
8030,Eliquis 5mg Tablet,10,0.866,11429428,
8030,Multani Kamini Vidrawan Ras Tablet,10,0.866,1032208,
8030,Sun Pharmace Cernos 1% W/W Gel 5g,84,0.866,1145418,
8030,Ensure Nutrition Powder - Vanilla Refill - 950g,3,0.866,Ensure1813,
8030,Himalaya Rumalaya Forte - 30 Tablet,20,0.866,1144019,
8030,Himalaya Tentex Forte Tablet,10,0.866,1134315,
8030,Baidyanath Vansaar Kaminividrawan Ras Kesar Yukta 10g,20,0.866,1013839,
8030,Dabur Abhayarishta - 450ml,3,0.866,1039179,
8031,Ensure Diabetes Care Powder - Vanila Refill - 1kg,5,57,1032677,
8032,Diabliss Diabetic Friendly Sugar Jar,6,47.5,1056325,
7801,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,6,47.5,1142524,
8033,Glow & Lovely Face wash Instant Glow - 100g,1,40.714,1043934,
8033,Fem Saffron & Milk Healthy Glow Creme Bleach 40g,2,40.714,fem1520,
8033,Fem Saffron & Milk Healthy Glow Creme Bleach 40g,1,40.714,fem1520,
8033,Lotus Herbals Skin Whitening And Brightening Gel Cream Spf 25 - White Glow,1,40.714,WBPCSCLH0002,
8033,Fem Creme Bleach Pearl & Milk Radiant Glow - 24 gm,2,40.714,Fem1519,
8034,Ayumulya Gond Katira 50G,1,33,1150567,
8034,Vaidyaratnam Mehanil Tablets 100tabs,4,29,1034328,
8034,Netra Sudarshan Ark eye drops 9,4,34,Hasaram013,
8035,SBL Onosmodium Virginianum Dilution 200 CH,3,48,44285,
8035,Dr. Reckeweg Baryta Carbonica Dilution 10M CH - 30ml,3,47,1024534,
8036,Dr. Reckeweg R9 Cough Drop (22ml),1,40,38370,
8036,R4,1,35,38402,
8036,R11,1,35,38367,
8036,R73,3,35,38346,
8036,Similia Blatta Ori Dilution 30 CH - 30 ml,1,35,1018384,
8036,Gun Powder 30C,1,35,43351,
8037,Jolly Sunsex Gold Capsule strip of 10 capsules,1,2,HOH207,
8037,Jolly Sunsex Gold Tilla bottle of 15 ml Oil,3,3,HOH296,
8038,Kamraj Tablet packet 100 Tabs,1,10,1030404,
8039,Ponds Age Miracle Cell Regen Day Cream 50g,3,3.666,WBPCSCPN0036,
8040,Hamdard Kamini Vidrawan Ras,2,7,1032210,
8041,A Ret Gel,3,3.333,1150392,
8042,Dr. Reckeweg Antimonium Crud Dilution 10M CH - 11ml,1,11,39817,
8043,Nagarjun Pharma Nimb Tailam,1,1.5,NagarjunaPharmapmc743,
8043,Bhimavaram Boneless Natu Kodi Pickle 500g,1,1.5,PrakPick22,
8043,Two Brothers Organic Farms Gulkand - 500g,1,1.5,1147384,
8043,"Neotea Seemai Agathi Senna Alata Cassia Alata Leaves Powder, 300 G",1,1.5,1139747,
8043,Aimil Ayurvedic Neeri Kft Syrup (Sugar Free) 200ml,5,1.5,Aimil4109,
8043,INDUS VALLEY DAMAGE FREE BEARD COLOUR,1,1.5,1140220,
8043,Prakruthi Tamarind Seed Powder 100G,1,1.5,BPP45,
8043,Vaidyaratnam Indukantham Ghrutham - 150g,2,1.5,1034316,
8043,"The Body Shop Mask Face Tea Tree Oil, 100ml",1,1.5,1050227,
8043,Vicco Turmeric WSO Skin Cream 60g,4,1.5,1014467,
8043,"al masnoon Belly Button Oil/Nabhi Oil/With Coconut, Sarsu & Olive Oil 30Ml",7,1.5,1033271,
8043,Aimil Neeri Tablets (10*30 Tablets),1,1.5,1035368,
8043,Haldirams Khatta Meetha 14.12 Oz by Haldirams [Foods],1,1.5,Haldiram0026,
8043,Pond's Bright Beauty SPF 15 PA ++ Serum Cream 50 g,1,1.5,1147532,
8043,Skm Ayurveda Vetpalai Thailam,2,1.5,1051039,
8043,Sri Sri Tattva Vit-E Wheat Germ Oil 500Mg,1,1.5,180424594,
8043,Two Brothers Organic Farms Amlaprash (Limited Edition Chyawanprash) - 300 gms,1,1.5,1014583,
8043,Baksons Bakson's Belladonna Ointment,1,1.5,1018936,
8043,Dr Ortho Ayurvedic Oil 120ml and Ayurvedic Bandage 30 Combo,2,1.5,20177,
8043,Mildy Everyday Shampoo  100ml,1,1.5,1142976,
8043,A.I.M. A.I.M.Logifeel-IMF Cream for Wrinkles brightening skin cream,1,1.5,1136707,
8043,Vaidyaratnam Murivenna Ointment 20g,4,1.5,1034377,
8043,"Nat Habit Rosemary Conditioning Methi Jal (Hair Serum, Hair Spray) | Hair Growth, Hairfall Control, Hair Smoothening, Softening | Frizzy Hair Treatment | Ayurvedic, Herbal | with Apple Cider Vinegar",1,1.5,1010936,
8043,Good Vibes Wide Spectrum Sunscreen With Spf 30 (50 G),1,1.5,GoodVibes5291,
8043,THRU Sallaki Oil Liniment 100ml - 100ml,2,1.5,1138332,
8043,Sri Sri Tattva Kushmandaka Rasayana 250g,1,1.5,46982,
8043,Sri Sri Tattva Body Oil 200ml,2,1.5,18744,
8043,Jivika Organics A2 Desi Buffalo Ghee | Grass Fed Ghee Butte,1,1.5,1032729,
8043,Sri Sri Tattva Sudanta Toothpaste holistic 100g,2,1.5,46985,
8043,Sri Sri Tattva Sudanta Toothpaste holistic 100g,1,1.5,46985,
8043,Sri Sri Tattva Sudanta Toothpaste holistic 100g,1,1.5,46985,
8043,"Taj Mahal Rich Masala Tea Bags, 25 Pieces",1,1.5,1040883,
8043,Kurkure Puffcorn Yummy Cheese Puffs 52 g,1,1.5,1134427,
8043,"Parachute Advansed Men Hair Cream, Anti-Hairfall, 100 gm",1,1.5,1135553,
8043,GO DESi Tamarind Lollipops | 50 Pieces | Fruit Candy | Desi Pops | 400 gm | Non-Spicy (Sweet and Sour),1,1.5,1149278,
8043,Two Brothers Organic Farms Sugarcane Jaggery Block - 900g,1,1.5,1014579,
8043,Two Brothers Organic Farms Sugarcane Jaggery Block - 900g,1,1.5,1014579,
8043,Smartivity 20in1 Spin-n-Go Kit for Kids Ages 6-12,1,1.5,1142937,
8043,Two Brothers Organic Farms Gulkand - 500g,1,1.5,1147384,
8043,Vaidyaratnam Saraswatharishtam With Gold 100 ML,1,1.5,1140755,
8043,Streax Insta Shampoo Hair Colour - Natural Brown,5,1.5,1151730,
8043,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,3,1.5,1142524,
8043,Maybelline Creamy Matte Lipstick / 680 Mesmerizing Magenta,2,1.5,Maybellinepmc3711,
8043,Daflon Tablet-1000 Mg-10 tablets,48,1.5,1142462,
8043,Sun Pharmace Cernos 1% W/W Gel 5g,70,1.5,1145418,
8044,Vicco Vajradanti Paste - 100g,3,4.2537,1151196,
8044,Vicco Turmeric Vanishing Cream 50gm,1,4.2537,1030405,
8044,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,4.2537,1142524,
8044,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,4.2537,1142524,
8044,Smartivity DIY Music Machine Toy for Kids 8-14 Years Old,1,4.2537,1142524,
8044,Axe Brand Universal Oil Aloe Vera Gel,4,4.2537,1142517,
8044,kottakkal Dhanvantaram Kuzhampu,1,4.2537,KOTK15,
8044,Kottakkal Dasamoolarishtam 450ml,1,4.2537,KOTK84,
8044,Kottakkal Dasamoolarishtam 450ml,1,4.2537,KOTK84,
8044,Kamadhenu Milk Junnu | Colostrum Powder,30,4.2537,Kamadhenu1000,
8044,Diabliss Diabetic Friendly Sugar - 500g,15,4.2557,1147303,
8044,OZiva Plant Based HerBalance for PCOS 250g,8,4.2537,ozi01,
8045,YUVIKA Chiraita Asli Bitter Stick - 100g,1,1.56,1142171,
8045,Roopak Kashmiri Masala Kitchen King - 100g,3,1.37,RoopakStores312,
8045,Baidyanath Irimedadi Taila,2,1.37,1014073,
8045,YUVIKA Lajwanti - Mimosa Pudica - Sensitive Plant Seeds (200 GM),1,1.37,1148507,
8045,Yuvika Bhringraj Leaves - Bhangra - Eclipta Alba,1,1.37,1147539,
8045,Zandu Pancharishta,2,1.37,3220053,
8045,Cadbury Dairy Milk Silk Valentine's Gift Pack 143g - Roast Almond,6,1.37,1145637,
8045,Soultree Ayurvedic True Blue Kajal - 3g,1,1.37,1048863,
8045,Avanafil 100mg Tablet,4,1.37,1142600,
8045,Kamagra Gold 100mg Tablet,1,1.37,11429685,
8045,Argemone Mexicana,10,1.37,42227,
8045,SBL Mullein Flower Dilution 30 CH,1,1.37,46857,
8045,SBL Allium Cepa Dilution 200 CH - 30ml,1,1.37,42843,
8045,Berberis Vulgaris Dilution 1000 CH,2,1.37,42606,
8045,SBL Syzygium Jambolanum Mother Tincture Q 30ml,1,1.37,42027,
8045,Sarracenia Purpurea 3 CH,1,1.37,43369,
8045,Natrum Sulphuricum 3X,1,1.37,DRMM6,
8045,Hapdco Natrum Sulphuricum Biochemic Tablet 6X 20g - Default title,1,1.37,1018051,
8045,Nux Vomica 200C,1,1.37,42591,
8045,Nux Vomica 30CH,1,1.37,42588,
8045,Pure Copper Cup Handmade 120 Ml,1,1.37,copper-cup,
8045,Bharat Herbal Natural Organic Yohimbe Bark Extract Powder - 100g,2,1.37,1138681,
8045,Wheezal WL30 Pain Gone Drop - 30ml,1,1.37,zal015,
8045,Wheezal WL54 Gout Drop - 30ml,2,1.37,zal030,
8045,WHEEZAL RHEUMOTEX TAB,2,1.37,1018578,
8045,Avanafil 100mg Tablet,21,1.37,1142600,
8045,Centurion Vidalista 20 Mg-10Tabs,1,1.37,1147479,
8045,Centurion Vilitra 60 Mg-10Tabs,4,1.37,1147489,
8045,Abhayarishtam 450ml,2,1.37,KOTK1,
8045,Himalaya Septilin Syrup - 200 ml,6,1.37,HIM1053,
8045,Gaviscon Oral Suspension - 150ml,12,1.37,1142390,
8045,Hamdard Barshasha 60gs,16,1.37,1118589,
8045,Avanafil 100mg Tablet,50,1.37,1142600,
8045,Cadbury Dairy Milk Silk Chocolate Bar 60 gm,13,1.37,Cadbury431,
8045,Cadbury 5 Star Chocolate Bar 40 gm |Pack of 20,19,1.37,Cadbury437,
8045,Dabur Janma Ghunti Honey - 125ml,6,1.37,Dabur3237,
8045,Neutrogena Oil-Free Moisture for Combination Skin with SPF 15,13,1.37,1099148,
7813,Sandu Kumari Asava - 450ml,5,1,1048748,
7813,Baidyanath Saunf Ark 450ml,5,1.8,Baidyanath491,
8046,Hetha Ghee Sandalwood Rose Saffron Soap - 100g,1,2,1142345,
8046,Baps Amrut Sandal Premium Bath Soap - 150,1,3,1019160,
8046,Baps Amrut Pain Balm 25g,5,1,1019010,
8047,LOREAL CASTING CREAM 566(100GM+60ML),2,5.5,1043405,
8048,Zandu Lean & Slim 60 Capsule,1,10,1016858,
8049,Avanafil 100mg Tablet,10,28.5,1142600,
8050,Hetha Desi Cow A2 cultured Bilona Ghee / A2 Ghee - 500 ml,1,5,1142235,
8050,Carica Papaya Mother Tincture (20ml),2,3,38471,
8051,Glandium Spiritus Quercus Glandium,2,5.5,42106,
8052,OSHEA  PHYTOGAIN HAIR SERUM,2,2,180424787,
8052,Bio-Combination 1,3,2,42514,
8053,Phosphorus 1000 CH,20,14.25,43047,
8054,SBL Syzygium Jambolanum Trituration Tablet 1X,22,12.9545,DRMM11,
8055,Roy Biotech Millinium Stud 5000 Delay Spray For Men,3,3.666,1052266,
8056,PATANJALI NARI SUDHA SYRUP 200ML,1,11,PATAN-NOVA-2056-01,
8057,Avanafil 100mg Tablet,15,19,1142600,
8058,YUVIKA Amaltas Phali - fali Amaltas - 100g,1,1,1142561,
8058,YUVIKA Vijaysar Powder - Pterocarpus Marsupium - 100g,1,0.75,1146589,
8058,Avanafil 100mg Tablet,54,0.75,1142600,
8058,Dr Willmar Schwabe India Rauwolfia Serpentina Mother Tincture Q,1,0.75,1136308,
8058,Zydus Cadila Xylocaine 2% Jelly Gel - 50g,2,0.75,1145415,
8058,Lord's Homeopathy Skookum Chuck Ointment - 25g,1,0.75,1137114,
8058,Durex Naturals Water-Based Intimate Lubricant For Men & Women,3,0.75,1026884,
8058,Dr. Reckeweg Cuprum Ars Dilution 200 CH,1,0.75,39646,
8058,Sugar Cosmetics Arch Arrival 02 Taupe Tom Eyebrow Pencil,3,0.75,1049343,
8058,Dr. Reckeweg Rhododendron Dilution 200 CH,1,0.75,38747,
8058,Dabur Abhayarishta - 450ml,4,0.75,1039179,
8058,Eliquis 5mg Tablet,30,0.75,11429428,
8058,Daflon 500 mg Tablet,100,0.75,1031476,
8058,Daflon Tablet - 1000 Mg - 20 tablets,40,0.75,1135557,
8058,Man Matters 2% Ketoconazole Anti Dandruff Shampoo,10,0.75,1044028,
8058,Hamdard Barshasha 60gs,33,0.75,1118589,
8058,Gaviscon Oral Suspension - 150ml,10,0.75,1142390,
8058,Sun Pharmace Cernos 1% W/W Gel 5g,84,0.75,1145418,
8058,Dabur Janma Ghunti Honey - 125ml,6,0.75,Dabur3237,
8058,Ensure Plus Powder | Vanilla Flavour - 400g,4,0.75,1127452,
8059,YUVIKA Gule Anar - Anar Ka Phool - 200g,1,0.9,1143183,
8059,"Cadbury Bournville Rich Cocoa Dark Chocolate Bar, 80 gm",8,0.8448,1145648,
8059,NWIL Aristozyme Liquid Pineapple 200ml,1,0.8448,23006,
8059,Silicea Terra Dilution 30 CH,1,0.8448,38712,
8059,New Life Rescue Remedy,2,0.8448,1028166,
8059,Lord's Homeopathy Echinacea Ointment,1,0.8448,1137167,
8059,Baidyanath (Jhansi) Basant Kusumakar Ras with Gold Tablet - 5 tablets - Pack of 1,3,0.8448,1026159,
8059,Naturali Damage Repair Shampoo with Moringa & Avocado,2,0.8448,1151752,
8059,Himalaya Ophthacare Eye Drops 10ml,3,0.8448,HimalayaHerbals3819,
8059,Himalaya Sparkling White Toothpaste - 150g,1,0.8448,HL0017,
8059,Dettol Antiseptic Liquid for First Aid,1,0.8448,1145544,
8059,Vahdam Tea Badamtam Premium Darjeeling First Flush Black Tea,1,0.8448,1029874,
8059,Royal Swag Ayurvedic And Herbal Long Bidi Smoke With 12 ml Shot to Stop Nicotine Craving - Pack of 3 ( 60 Sticks),2,0.8448,1034988,
8059,Scorpion 30C,1,0.8448,43155,
8059,Dr. Reckeweg Natrum Mur Dilution 50M CH,1,0.8448,39863,
8059,Dr. Reckeweg Medor rhinum Dilution50M CH,1,0.8448,39711,
8059,Cernos 40 Mg Soft Gelatin Capsule - 10 Caps,1,0.8448,1150395,
8059,Sun Pharmace Cernos 1% W/W Gel,15,0.8448,1146498,
8059,Dabur Abhayarishta - 450ml,1,0.8448,1039179,
8059,Avanafil 100mg Tablet,50,0.8448,1142600,
8059,R25,10,0.8448,38374,
8059,Dr. Reckeweg Conium Mac Dilution 30 CH,6,0.8448,38701,
8059,Thyroidinum Dilution 30 CH (11ml),6,0.8448,DRT01,
8059,Plantago Major Mother Tincture (20ml),2,0.8448,38620,
8059,Dr. Reckeweg Passiflora Inc Mother Tincture Q,11,0.8448,38453,
8059,Acidum Nitricum 200CH,12,0.8448,42726,
8059,Antimonium Crudum 30,12,0.8448,42738,
8059,Arnica Montana 200 CH,6,0.8448,42592,
8059,Avena Sativa Dilution 200 CH,6,0.8448,43329,
8059,Hepar Sulphur 200CH,12,0.8448,42619,
8059,Colchicum Autumnale 30C,12,0.8448,42895,
8059,Urtica Urens,12,0.8448,42032,
8059,The Derma Co 1% Kojic Acid Lip Balm - 4g,6,0.8448,1049665,
8059,Himalaya Baby Massage OilÂ 200ml,6,0.8448,HL0093,
